,Antelope Valley,East Valley,Glendale,San Fernando,West Valley,Alhambra,El Monte,Foothill,Pasadena,Pomona,Central,Hollywood-Wilshire,Northeast,West,Compton,South,Southeast,Southwest,Bellflower,East LA,San Antonio,Whittier,Harbor,Inglewood,Long Beach,Torrance,Sum
Northeast,699.1848249027244,739.7354085603105,581.82373540856,2312.1587548638154,1029.5315175097278,870.747859922179,2611.0400778210123,1022.5766536964983,351.68832684824923,2615.827626459143,1879.2684824902728,714.9202334630353,166.0066147859922,2661.789883268482,232.7019455252918,252.24046692606996,373.9381322957199,356.44007782101164,639.4653696498062,3742.7077821011676,236.3081712062256,2102.494941634241,266.0101167315176,357.2719844357978,1063.5350194552527,130.07354085603112,28009.487548638135
West,528.073540856031,1921.5809338521408,1318.7583657587547,951.5634241245141,2065.1642023346308,6269.766147859925,12723.745525291828,2062.7241245136192,1159.907003891051,21837.665369649807,11132.210505836578,2222.6159533073915,2289.875486381322,1051.0610894941635,5678.865758754867,857.0673151750974,2204.878210116731,1128.9544747081711,9913.812451361866,6270.198443579764,1661.456809338522,8381.400389105056,1035.871595330739,390.97548638132275,12053.78638132296,795.9661478599222,117907.94513618684
Compton,202.9474708171208,407.64591439688724,237.28171206225682,459.1455252918288,822.5155642023348,263.5000000000001,306.0186770428016,570.1420233463039,99.73073929961086,391.4564202334635,445.08599221789893,182.52140077821016,310.69066147859894,5802.725680933846,0.0,6502.674319066151,879.4587548638132,216.7295719844358,16316.083657587546,290.4610894941635,243.7287937743191,376.5964980544748,237.56964980544745,946.3272373540852,418.95953307392995,231.6945525291828,37161.6914396887
South,126.47470817120632,267.013618677043,200.00466926070027,324.7988326848251,203.15914396887172,198.6996108949417,459.31945525291854,598.5463035019457,89.51867704280161,315.8042801556423,376.5163424124514,98.68521400778216,163.42801556420233,657.6186770428017,6480.120622568093,0.0,119.55330739299619,88.72256809338516,3043.982490272373,294.5151750972764,464.40739299610874,823.2435797665371,99.11322957198438,149.7342412451362,504.4260700389103,86.83151750972759,16234.237743190655
Southeast,245.91945525291817,408.03190661478584,248.0385214007781,686.9782101167324,908.6229571984435,388.017120622568,584.0167315175097,626.209727626459,213.94085603112836,823.7517509727624,780.5350194552528,213.31089494163433,299.5984435797665,1881.6245136186767,986.7700389105062,114.4439688715953,0.0,260.7498054474709,1668.3128404669271,583.4883268482495,452.9669260700389,872.0669260700392,152.9482490272374,170.736186770428,950.6330739299617,59.348638132295754,14581.061089494153
Southwest,146.58249027237346,772.0089494163426,357.72490272373534,438.81673151750965,273.6610894941634,1020.4463035019455,1580.4992217898844,741.0124513618675,297.9782101167316,1733.8245136186767,1536.4984435797671,255.21906614785993,514.1739299610898,1064.6614785992213,174.74591439688717,104.62101167315173,339.8657587548637,0.0,486.7929961089492,1217.2661478599232,237.36186770428031,1258.462256809339,146.84474708171206,185.26575875486387,541.9762645914398,70.80077821011679,15497.111284046696
Bellflower,540.2291828793775,1779.219455252918,1168.2136186770424,1987.4287937743193,2191.73112840467,1231.4782101167311,809.8050583657595,1285.1272373540867,378.7175097276265,1334.2579766536965,2565.5459143968874,885.0210116731516,1178.2303501945519,12002.819455252915,16494.199221789884,2860.3167315175115,1741.0357976653693,609.0731517509723,20776.08287937743,1083.683657587549,721.3692607003892,1247.315175097276,1631.1097276264597,9359.54435797665,68422.29455252916,1243.432295719845,155527.2817120623
East LA,569.6385214007781,1587.6439688715948,688.3408560311287,1584.607003891051,1939.5552529182885,997.7618677042798,46053.53774319066,1226.9190661478597,483.4396887159531,61461.622957198415,1952.3416342412436,1005.8688715953308,3627.0287937743187,8173.770817120621,293.8081712062258,298.2400778210116,422.8155642023347,1315.4867704280164,385.3750972762645,1120.3303501945525,320.22490272373534,67762.01906614787,577.1680933852138,818.6894941634238,947.4618677042807,287.7821011673151,205901.47859922162
San Antonio,220.4626459143969,423.6618677042803,255.97626459143973,691.7140077821015,532.0871595330734,274.04513618677026,458.1490272373542,593.9326848249025,100.41673151750976,374.0264591439689,707.2614785992224,209.09143968871598,221.76070038910518,1200.0291828793781,207.24941634241242,445.0175097276264,435.8182879377431,216.86653696498055,489.30778210116733,275.68132295719835,0.0,496.615564202335,286.7416342412452,423.0552529182879,396.6879377431905,195.4680933852139,10131.12412451362
Whittier,1142.5910505836575,2637.6887159533085,1399.4894941634243,3123.0443579766556,3496.4750972762645,2290.3015564202315,2913.9264591439696,2049.5661478599222,515.2003891050582,9032.48871595331,4467.301167315173,1494.2186770428002,2182.8575875486395,11097.005058365763,634.6657587548638,655.2579766536965,534.5221789883269,1326.006614785992,958.2350194552536,68497.84591439688,441.7902723735411,100231.31206225681,972.4128404669267,1550.8871595330734,2107.0116731517496,477.4233463035018,226229.52529182867
Harbor,160.22412451361862,269.12762645914404,204.70428015564198,396.9891050583655,230.78677042801561,135.48326848249025,574.8070038910505,608.4540856031134,98.12607003891057,455.68754863813245,569.5723735408558,110.20194552529188,268.8326848249027,1049.421400778211,254.40311284046706,93.24085603112837,101.40622568093373,131.0964980544747,1588.735019455253,439.50856031128393,267.04591439688727,962.6408560311285,0.0,189.44902723735407,2240.112062256808,123.61517509727618,11523.671595330734
Inglewood,135.42879377431902,432.71828793774324,266.64241245136236,667.2112840466926,406.31517509727644,170.636186770428,611.1241245136181,548.7167315175099,118.1291828793775,552.2206225680933,747.3217898832687,141.19883268482505,260.0428015564203,1013.1377431906627,1031.068482490273,141.67159533073934,119.74941634241243,155.6509727626459,8221.749027237354,454.08171206225666,303.87315175097274,1038.4879377431907,222.05797665369633,127.42373540856042,18741.53268482491,183.9490272373541,36812.13968871594
Long Beach,863.9237354085606,878.8284046692604,742.082101167315,2626.025291828794,1786.8953307392997,685.9700389105057,767.4762645914401,632.52140077821,401.39883268482487,743.2369649805449,1703.1287937743182,536.4206225680934,1234.6350194552533,11765.756031128403,566.4980544747078,489.5097276264591,751.1350194552529,546.9696498054477,67208.15019455247,588.7571984435796,308.9735408560312,486.38093385214006,2353.457587548638,18316.85019455253,126806.32996108945,14235.110505836577,258026.4214007782
Torrance,133.671206225681,159.17198443579764,113.57704280155642,305.5817120622568,240.01322957198437,167.74747081712056,240.30350194552523,338.3840466926068,60.6303501945525,280.6062256809338,242.14163424124507,84.52529182879374,143.3221789883268,532.4132295719844,171.35836575875473,93.7719844357976,60.40700389105063,57.4186770428016,1219.6163424124516,335.31245136186755,190.58015564202339,543.0614785992224,122.65992217898831,125.18132295719853,14362.776653696494,0.0,20324.233463035027
Sum,133396.48404669264,108370.346692607,55582.14708171209,117739.72490272381,42347.20272373539,134505.46653696502,271324.39027237345,198791.72801556427,43645.33696498058,417239.5715953305,122599.27120622572,18461.57821011673,29939.20817120622,131786.58365758756,38086.42568093384,15983.553307392993,14067.221011673146,15934.157976653692,145444.6517509727,204693.66731517523,10157.768482490277,217013.3517509728,11517.06653696498,39252.26887159529,264939.5237354087,20797.037354085587,2823615.73385214
