,Antelope Valley,East Valley,Glendale,San Fernando,West Valley,Alhambra,El Monte,Foothill,Pasadena,Pomona,Central,Hollywood-Wilshire,Northeast,West,Compton,South,Southeast,Southwest,Bellflower,East LA,San Antonio,Whittier,Harbor,Inglewood,Long Beach,Torrance,Sum
Central,6668.158000000001,24892.218000000008,1516.7199999999993,23349.065333333332,11145.528666666669,3217.0806666666667,2921.993999999999,3049.068000000002,1081.5079999999994,2644.3419999999983,8840.137333333332,2603.3893333333335,1842.8046666666676,11969.917333333335,706.1073333333336,525.4960000000002,863.1906666666667,1508.9986666666668,3504.1666666666665,1729.8240000000005,594.6453333333334,2979.558666666666,423.36666666666645,1101.7246666666667,3198.013333333332,263.70133333333325,123140.72466666666
Hollywood-Wilshire,68.14666666666668,282.38,504.6899999999997,201.49799999999996,179.20266666666674,1926.7246666666672,1277.9039999999995,719.7980000000002,335.74866666666657,1523.952666666667,2586.460666666667,0.0,579.7593333333332,2309.4573333333337,159.03600000000006,84.94066666666669,181.1186666666666,262.06066666666675,859.9746666666666,1110.0339999999997,184.76399999999995,1350.0713333333333,98.99933333333334,140.32866666666666,684.1133333333336,75.4093333333333,17686.57333333333
Northeast,687.9113333333336,737.7333333333331,560.0373333333335,2445.938000000002,1048.667333333333,872.5953333333337,2820.5673333333316,998.3513333333331,353.2633333333335,2580.0033333333336,1930.0933333333337,711.1780000000001,159.01666666666668,2705.9339999999997,228.9240000000001,233.90400000000002,345.86000000000007,328.10866666666664,588.7813333333331,3825.4206666666673,220.79133333333326,1960.948,282.05200000000013,363.47600000000006,970.3846666666669,124.38733333333334,28084.327999999994
West,543.1360000000001,1836.2333333333333,1170.5246666666665,869.2080000000005,2130.800000000001,5113.491333333336,12380.169333333335,1974.5753333333344,1189.9286666666674,21333.088666666667,10293.849333333337,2239.549333333333,2112.149333333333,1014.2953333333332,5814.500666666668,842.0639999999997,2198.2433333333324,1254.8326666666667,8828.230000000003,5335.115333333334,1586.3006666666658,8000.440666666667,1009.1873333333334,331.39199999999994,11484.629333333334,780.358,111666.29266666666
Compton,187.54999999999998,383.6273333333336,227.2186666666668,454.22600000000017,871.144666666667,267.02200000000005,280.29799999999994,541.1726666666668,99.24600000000001,349.0533333333335,422.64200000000017,170.94400000000002,296.60266666666655,5962.851333333331,0.0,7093.264666666668,943.8506666666665,230.54199999999997,12658.04266666667,293.43799999999993,234.17266666666663,388.24533333333335,227.8693333333333,1002.6580000000002,406.5873333333333,223.71333333333322,34215.98266666667
South,126.06599999999996,258.23800000000006,186.5579999999999,303.83466666666675,186.23933333333338,190.9566666666667,417.27733333333333,528.6106666666666,82.63733333333336,294.35599999999994,358.40933333333334,99.07266666666668,156.05933333333329,664.5620000000001,7060.202,0.0,114.25333333333336,87.75866666666663,2456.4466666666654,286.0333333333333,440.35533333333336,773.2146666666671,96.12200000000007,139.81266666666664,481.3633333333331,78.63600000000011,15867.075333333329
Southeast,241.84733333333324,363.608,228.25400000000008,670.370666666667,852.6039999999999,373.56333333333316,537.1213333333334,596.046,203.35266666666666,853.9640000000003,744.8093333333333,226.7460000000001,276.2833333333334,1872.0586666666675,1058.9006666666676,111.98799999999999,0.0,244.1753333333334,1509.0366666666655,551.6853333333337,465.54466666666667,854.0806666666665,152.28533333333343,156.5993333333333,955.948666666667,53.412,14154.285333333326
Southwest,150.80733333333333,709.1840000000002,354.85933333333344,450.2986666666665,290.1226666666667,899.2406666666665,1439.2740000000003,708.0859999999997,274.3813333333333,1713.9926666666668,1449.0973333333332,255.74333333333337,491.52,1169.2173333333328,161.71533333333335,104.73399999999994,364.50133333333326,0.0,433.5153333333332,1023.9413333333338,228.91333333333344,1251.5046666666667,151.55533333333332,185.33466666666664,463.31666666666666,64.3866666666667,14789.243333333334
Bellflower,542.2379999999999,1724.874000000001,1300.055333333333,1900.9066666666668,2198.579333333333,1208.6339999999996,790.5526666666666,1235.431333333334,389.91066666666654,1353.029333333333,2592.674666666667,966.8379999999999,1232.5259999999994,11054.778666666663,12804.474666666667,2387.8166666666693,1560.67,567.4293333333333,21275.492666666676,1119.5440000000003,653.8333333333334,1286.4693333333341,1556.3473333333336,9413.329333333333,67285.82466666662,1197.6133333333335,149599.87333333332
East LA,546.8506666666667,1627.4186666666662,640.3533333333334,1637.3546666666664,2015.969333333333,1068.2879999999998,47202.05399999999,1337.71,471.6520000000002,64360.33799999996,1965.590666666666,1062.6926666666664,3743.219333333332,7277.936666666662,275.642,286.6473333333334,396.26533333333333,1124.859333333334,337.2946666666665,1142.4566666666667,320.1466666666667,63094.36599999999,581.5773333333333,796.2119999999999,796.5193333333336,267.1473333333334,204376.5619999999
San Antonio,213.71333333333337,398.6513333333335,247.58066666666662,676.4393333333335,501.76333333333326,253.5053333333332,513.7006666666668,590.6886666666664,98.07266666666665,380.56800000000015,767.1420000000004,214.13266666666672,206.0880000000001,1175.6366666666672,189.17999999999995,423.40666666666675,418.6666666666666,216.45066666666662,462.3200000000001,269.5013333333332,0.0,485.9279999999999,269.588,417.48733333333325,371.52066666666656,183.25266666666664,9944.984666666667
Whittier,1168.6313333333328,2431.0046666666667,1326.896666666667,3116.7393333333353,3320.670666666667,2461.643999999999,3325.3846666666677,1766.600666666666,515.6613333333331,8487.833333333336,4548.499333333332,1406.021333333333,2130.1000000000004,10621.766000000003,600.5773333333332,618.7880000000001,559.6066666666667,1329.0146666666665,966.3193333333339,63985.91533333332,420.8500000000001,107730.20266666666,968.1740000000002,1519.0413333333336,1957.3873333333324,495.8186666666664,227779.1486666666
Harbor,145.81600000000003,257.28733333333327,197.18600000000006,383.6179999999997,212.05866666666665,129.45933333333335,575.4046666666668,566.2533333333334,101.52800000000003,406.2826666666667,584.3453333333332,114.04333333333338,257.07933333333335,1119.2080000000003,242.02666666666676,88.99000000000005,101.08066666666669,130.17200000000003,1514.6840000000002,403.80533333333324,256.37533333333346,973.4666666666673,0.0,196.02533333333324,2179.4346666666665,124.29799999999993,11259.928666666672
Inglewood,131.78999999999996,394.6359999999998,249.7753333333335,709.0353333333329,386.03600000000006,162.59333333333342,610.7633333333333,480.60933333333327,104.88466666666666,552.5366666666667,615.9420000000001,138.72000000000008,220.3800000000001,995.9773333333342,1058.553333333334,135.242,119.47466666666668,165.50333333333333,8239.625333333333,445.3673333333332,300.0006666666668,1038.3586666666667,218.59333333333328,134.2526666666667,18838.152000000002,184.45533333333333,36631.25799999998
Long Beach,774.5126666666667,927.1679999999999,731.2839999999999,2660.3233333333333,1766.9366666666663,594.236,690.0246666666668,432.4033333333331,371.8586666666666,694.1793333333338,1765.8786666666665,510.46866666666676,1369.0426666666663,11132.539333333334,528.4299999999998,470.43666666666684,763.8053333333331,542.5226666666667,66119.28799999997,620.0526666666667,305.20533333333333,468.10399999999987,2299.6859999999997,18337.995333333343,124699.93733333335,14394.152666666672,253970.47200000007
Torrance,129.05733333333333,135.16866666666672,102.91466666666666,310.56666666666666,230.00600000000006,135.9173333333333,227.2599999999999,313.8559999999998,54.93799999999997,267.1073333333332,209.6133333333333,80.588,125.76466666666663,512.2593333333331,166.62733333333315,87.4540000000001,57.31466666666672,50.16199999999997,1151.9760000000003,333.4993333333334,180.59599999999998,508.18733333333336,123.61666666666665,114.64466666666667,14413.303999999998,0.0,20022.399333333335
Sum,131155.1593333334,107596.52800000003,54772.476,115580.38333333336,42147.305333333345,132360.43333333332,267470.8493333334,190131.404,41578.44866666668,413731.2873333331,119488.29066666668,18257.210000000003,29785.131999999998,126902.30400000003,34995.15866666666,15801.868,13777.065999999988,15482.224666666658,138911.97599999997,203015.60400000002,9815.54800000001,218991.21933333337,11216.830666666669,39316.661333333315,260484.11599999995,20720.75466666666,2773486.2386666676
