from_region,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,Sum
1.0,1518.1097412109375,3641.296567131765,12242.086268730636,1053.02939631138,268.79908139817417,1167.4644927894697,1469.9813510437962,352.3474281736417,21713.1143267898
2.0,977.9068421414122,4440.683622948825,15197.477948829415,5360.396944821872,2595.6735973099712,5459.427380873123,3260.03178116207,9225.144203959673,46516.74232204636
3.0,12241.95359487203,16025.097315274761,29017.03991800244,12522.043686989462,4973.112564231735,7126.580409922026,8359.755677595502,12357.039020713244,102622.6221876012
4.0,27.52867000340484,3622.6819513306255,9400.55927497847,2395.6189052476548,1125.147111214872,2943.625212362018,2563.1957130804076,2006.039518437814,24084.396356655267
5.0,6.166372572304681,3733.361206028989,4414.203011162113,2158.568932761438,6497.829319470911,2836.8821499681217,2948.810581240142,3957.6596022541635,26553.481175458182
6.0,90.71608457085676,4385.335144102573,8059.591863067821,4869.100163746625,3438.106349710375,4349.020980834961,6983.054469964467,8905.646445274353,41080.57150127203
7.0,399.4923351611942,4629.411376404285,14858.526925662998,5805.589901328087,3743.888753478386,7157.816160992486,8097.175133353565,11576.880023009842,56268.780609390844
8.0,80.39142088987865,6610.172536204569,9536.095798961353,3120.009807020542,7299.705415672215,8695.327732947655,11034.913209967315,16368.628934124601,62745.24485578813
Sum,15342.265061422018,47088.03971942639,102725.58100939525,37284.35773822706,29942.26219248664,39736.144520689864,44716.91791740726,64749.38517594733,381584.95333500183
