,Antelope Valley,East Valley,Glendale,San Fernando,West Valley,Alhambra,El Monte,Foothill,Pasadena,Pomona,Central,Hollywood-Wilshire,Northeast,West,Compton,South,Southeast,Southwest,Bellflower,East LA,San Antonio,Whittier,Harbor,Inglewood,Long Beach,Torrance,Sum
Central,5409.283076923077,25618.583076923074,1656.8799999999999,20711.159999999996,10675.038461538457,4302.926153846153,2967.647692307693,3268.318461538463,1235.841538461538,2854.99846153846,9731.170769230766,2602.733846153846,2268.0584615384614,8664.206153846155,767.5923076923077,524.9538461538461,795.4323076923076,1290.2369230769232,2919.684615384615,1595.9353846153854,661.0723076923076,2924.1538461538457,416.65076923076913,1254.8815384615389,2774.4938461538472,248.17076923076922,118140.10461538461
Hollywood-Wilshire,72.35692307692307,321.6615384615384,533.3876923076922,213.86769230769224,189.59230769230774,1725.7246153846154,1385.6230769230767,734.5076923076925,357.58153846153846,1339.9769230769234,2366.0323076923073,0.0,508.6507692307692,2542.695384615385,146.09999999999997,76.13384615384618,165.5415384615384,311.0630769230768,809.6199999999999,1060.2615384615385,191.92461538461535,1161.6153846153845,97.2538461538462,148.52615384615385,558.4661538461539,78.46461538461534,17096.62923076923
Northeast,704.6876923076924,756.7230769230767,498.52307692307704,2509.0938461538462,1082.110769230769,1068.0107692307693,2860.506153846153,974.4092307692307,365.8938461538462,2362.3399999999997,2059.7861538461543,645.9661538461538,182.24923076923082,2841.9830769230775,256.6876923076923,212.8184615384615,328.6323076923078,337.84461538461545,631.1276923076921,3658.283076923077,236.98769230769236,1597.2030769230764,306.9276923076923,394.7953846153846,1068.1307692307691,124.63538461538461,28066.356923076928
West,617.1230769230771,1753.012307692308,1015.1046153846154,965.2446153846154,2180.218461538461,4133.123076923077,11063.267692307696,1921.2676923076924,1304.6446153846155,20442.875384615385,7277.77846153846,2561.369230769231,2393.907692307692,1193.1799999999998,4789.244615384616,785.2507692307692,2264.14,1420.8615384615384,7857.647692307693,3907.912307692307,1624.5446153846153,6163.684615384617,950.1415384615381,366.19999999999976,9614.098461538459,921.1030769230767,99486.94615384615
Compton,168.4046153846153,367.1676923076923,223.90307692307698,464.1676923076924,925.5984615384617,283.9292307692307,287.1646153846153,652.4615384615383,85.87384615384619,375.29538461538453,452.4769230769232,160.76615384615386,307.9353846153845,4914.973846153845,0.0,7698.861538461539,1035.741538461538,214.24769230769238,12487.812307692308,352.3892307692308,238.2846153846154,440.9123076923079,225.2230769230769,1092.126153846154,441.8169230769231,243.40923076923082,34140.94307692307
South,112.97538461538464,201.51384615384612,179.21384615384613,268.53692307692313,166.0230769230769,169.5815384615385,379.78461538461534,449.27846153846156,71.08769230769231,271.65692307692314,316.9738461538462,90.17999999999999,149.43846153846152,663.2692307692308,7649.259999999998,0.0,109.00000000000001,86.38,2339.7892307692305,277.8569230769232,368.7338461538463,798.9169230769232,99.32769230769237,131.98307692307694,517.4230769230769,73.93692307692311,15942.121538461535
Southeast,231.97999999999988,333.5753846153846,213.8107692307692,736.823076923077,778.8692307692311,344.81692307692305,440.02615384615393,573.8999999999997,185.68923076923076,812.0415384615386,661.0415384615386,263.17692307692323,272.3323076923077,1919.0492307692305,1163.7123076923074,104.90307692307695,0.0,297.6000000000001,1668.7538461538454,447.05230769230786,462.5753846153847,948.0461538461537,167.1307692307692,184.703076923077,990.2738461538463,52.672307692307676,14254.555384615387
Southwest,142.94,685.3923076923077,343.4584615384616,529.8476923076923,323.77538461538467,855.3630769230771,1489.4015384615386,638.1092307692307,274.3369230769231,1870.1476923076923,1242.4184615384615,285.68000000000006,508.04923076923075,1284.8123076923075,157.3261538461539,97.54153846153847,393.21692307692297,0.0,355.3107692307692,930.5107692307694,215.04923076923083,1148.4384615384608,137.09076923076927,238.59384615384624,473.02307692307687,67.27230769230769,14687.106153846156
Bellflower,501.4476923076924,1572.9076923076927,1054.82,1622.0292307692305,2133.3953846153845,1168.0630769230768,854.7369230769228,1425.6584615384618,385.49999999999994,1477.1584615384609,2827.9153846153845,984.5107692307688,1184.9323076923079,10112.32461538462,12553.190769230767,2320.2230769230773,1734.3784615384616,608.7723076923075,19833.643076923076,1196.3353846153848,649.5969230769225,1699.5753846153852,1419.0661538461532,9275.827692307696,64958.72923076922,1151.7246153846154,144706.46307692307
East LA,542.6215384615384,1504.2661538461539,601.8015384615385,1734.123076923077,1797.58923076923,1139.4307692307698,54423.02307692307,1472.0,478.86000000000007,65142.2723076923,1928.3876923076925,1031.876923076923,3680.435384615384,5692.399999999998,297.79384615384623,271.7338461538461,348.44153846153836,1065.4138461538462,372.1076923076924,1313.9246153846157,358.3400000000001,60221.76461538463,591.8753846153847,857.749230769231,856.5492307692309,278.9892307692308,208003.7707692307
San Antonio,198.03692307692307,385.7600000000001,267.13538461538474,664.6723076923076,480.5199999999999,239.26,573.5846153846154,642.8830769230768,90.0046153846154,473.58923076923094,879.6938461538463,228.42307692307708,229.05692307692308,1165.492307692308,178.21692307692302,377.4769230769231,420.44000000000017,226.55230769230772,529.3676923076922,327.0876923076922,0.0,506.3061538461541,243.05692307692306,463.36923076923074,408.3523076923077,196.1707692307693,10394.509230769232
Whittier,1112.561538461538,2120.743076923078,1151.3015384615387,3156.09230769231,3047.6384615384613,2389.252307692307,3206.2846153846153,1631.5261538461534,557.393846153846,6216.015384615383,4219.089230769229,1194.844615384615,1558.4830769230766,9374.32769230769,595.5507692307692,575.1061538461538,607.667692307692,1335.1784615384609,708.7476923076924,60753.73846153847,444.89230769230784,132760.15230769233,964.5046153846154,1528.7507692307695,2037.8430769230763,554.2399999999999,243801.9261538462
Harbor,135.0307692307693,249.98615384615383,196.93384615384616,373.0646153846153,201.80153846153843,140.80000000000004,539.8430769230769,577.8461538461538,98.5769230769231,408.816923076923,580.2830769230769,103.17999999999999,260.7276923076922,1137.4123076923076,262.1676923076925,88.04000000000006,108.28307692307692,135.6615384615385,1425.1076923076926,376.2061538461539,245.47846153846146,1024.6846153846154,0.0,229.27692307692303,2184.044615384616,111.26307692307694,11194.516923076928
Inglewood,121.49076923076926,407.6384615384615,273.58000000000004,801.74,450.25538461538457,173.86000000000004,612.6430769230768,452.10153846153827,99.09384615384614,618.4738461538462,530.8507692307691,141.98769230769233,189.45076923076925,1111.4938461538463,1115.7369230769232,126.77999999999999,139.3076923076923,180.81384615384619,8066.466153846154,409.1107692307692,305.52769230769235,1102.930769230769,210.50923076923084,151.45538461538467,19066.206153846157,226.26153846153855,37085.76615384615
Long Beach,700.2907692307692,858.7692307692305,904.4030769230773,2568.1476923076925,1721.5723076923073,613.409230769231,729.0046153846155,358.3784615384615,333.88769230769225,794.6923076923077,1616.7292307692305,589.6476923076922,1338.6353846153845,9820.838461538468,568.4384615384611,513.8415384615386,823.8492307692305,514.3061538461537,63817.04307692309,636.7246153846158,310.22153846153856,493.47384615384607,2258.690769230769,18683.244615384614,111950.33076923082,14667.838461538468,238186.4092307693
Torrance,126.9646153846154,141.00000000000006,108.86615384615386,335.9061538461538,263.3061538461538,100.36,233.17384615384614,309.74461538461543,65.20769230769233,263.793846153846,237.59692307692316,79.5,120.19384615384615,635.4215384615386,173.06461538461537,88.24461538461543,58.91692307692307,57.19076923076921,1096.7938461538463,365.2646153846154,186.43384615384613,581.7753846153846,113.14615384615384,130.5784615384615,14585.344615384616,0.0,20457.789230769235
Sum,122807.45384615385,105784.80923076924,54195.681538461526,111704.23230769232,40640.85846153848,127383.18461538464,263469.5984615385,171055.9984615385,38530.66615384615,392909.84769230767,115118.94923076923,18403.24,29639.4876923077,115592.1338461539,34609.846153846156,15934.458461538463,14050.892307692304,15899.238461538462,133245.69999999992,206302.08307692307,9988.101538461538,237504.12000000005,11019.158461538458,40356.9,243998.11692307686,21263.150769230757,2691407.907692307
