,Antelope Valley,East Valley,Glendale,San Fernando,West Valley,Alhambra,El Monte,Foothill,Pasadena,Pomona,Central,Hollywood-Wilshire,Northeast,West,Compton,South,Southeast,Southwest,Bellflower,East LA,San Antonio,Whittier,Harbor,Inglewood,Long Beach,Torrance,Sum
Central,6519.563876651975,23598.81365638767,1553.1323788546263,22379.830616740084,10202.603083700445,3662.546916299557,3294.9656387665195,3719.3121145374475,1375.395814977974,2667.9872246696023,11669.429515418498,2365.979074889866,1878.8819383259918,14425.19405286342,742.7090308370039,577.2090308370047,820.3414096916299,1627.5900881057257,4083.2726872246685,1901.61718061674,604.3825991189423,3185.33656387665,451.61255506607955,1005.4204845814979,3528.5947136563873,278.0257709251102,128119.74801762114
Hollywood-Wilshire,61.688546255506594,283.6594713656386,495.22224669603537,185.15374449339183,139.7242290748898,2496.801101321586,1394.7011013215863,776.7563876651981,322.7462555066078,1970.3218061674006,2547.220044052862,0.0,604.3299559471366,1911.6026431718062,184.8872246696035,85.72158590308382,203.78083700440536,210.2700440528636,989.6674008810579,1192.5255506607934,177.54052863436132,1718.140969162995,102.89317180616737,126.31894273127749,818.6936123348021,69.60837004405282,19069.975770925103
Northeast,735.5244493392075,775.8453744493385,584.7517621145371,2422.241850220268,1007.3517621145382,910.113436123348,2512.5041850220273,1012.9374449339206,376.1400881057273,2779.8557268722466,1868.3365638766516,728.6330396475771,166.61277533039643,2533.7634361233477,225.01035242290746,258.0627753303964,393.4649779735682,310.7986784140967,646.9911894273127,3746.3922907488973,233.879074889868,2400.0420704845833,271.5189427312778,357.0894273127757,1069.190748898678,133.2773127753304,28460.32973568285
West,474.51850220264265,2128.9387665198237,1300.470484581497,922.9240088105731,2068.9242290748884,7703.839647577091,12726.206167400875,2330.7958149779724,1269.6255506607934,23413.06167400881,12288.04779735682,1873.5251101321587,2043.722246696035,1021.1466960352433,6477.333920704847,921.7665198237889,2191.941629955948,1053.683480176212,10305.924008810574,6083.461013215859,1783.7169603524228,9303.855506607937,1091.6566079295158,392.8744493392071,15402.262114537447,873.9244493392079,127448.14735682814
Compton,240.75814977973582,436.26696035242287,232.47400881057274,496.40792951541886,917.5539647577094,293.79647577092504,291.6462555066079,560.0933920704852,108.52775330396476,381.53612334801784,436.5975770925109,193.8671806167403,290.39581497797326,6551.751762114531,0.0,6272.798237885466,908.8125550660798,215.5995594713656,19821.86762114538,284.14713656387676,282.19625550660794,358.5317180616744,284.00220264317176,932.3544052863444,409.05991189427334,238.86850220264324,41439.9114537445
South,143.30528634361232,265.91497797356845,212.95594713656385,339.90352422907483,217.49162995594733,225.33832599118966,438.88083700440563,599.0971365638767,100.04449339207054,336.6414096916303,404.64713656387676,97.32863436123355,180.34251101321595,664.3387665198242,6267.812334801762,0.0,130.97290748898686,87.68171806167399,3398.297356828191,332.5363436123349,487.06211453744487,849.7922907488996,108.78546255506605,155.20022026431738,512.3896475770925,92.88590308370026,16649.646916299556
Southeast,252.6731277533039,390.9612334801757,266.1742290748897,695.1074889867849,890.3070484581496,407.50881057268714,558.318502202643,698.7841409691625,250.37136563876652,903.6297356828192,824.0475770925108,196.42775330396498,311.09295154184997,1765.6231277533036,1020.6473568281933,126.69691629955948,0.0,221.54229074889858,1795.779295154184,604.1940528634362,454.89933920704846,844.0618942731287,173.39074889867834,168.74361233480175,1015.1792951541852,64.26740088105723,14900.429295154177
Southwest,166.59559471365642,678.8616740088111,362.4259911894275,518.5068281938323,285.3709251101321,1030.879074889868,1479.6821585903087,726.5281938325985,301.8178414096917,1651.7781938325998,1560.8969162995606,209.99207048458155,491.1929515418507,982.6955947136562,165.47929515418517,109.7583700440529,312.53083700440527,0.0,472.1678414096915,1097.7656387665213,229.45881057268772,1506.622907488988,158.4209251101321,176.58127753303967,495.0389867841405,70.54140969162995,15241.590308370052
Bellflower,614.7744493392074,1783.9614537444927,1160.3121145374444,2186.12114537445,2408.714317180616,1274.4436123348025,816.7881057268717,1331.4405286343615,363.8885462555065,1232.3753303964754,3123.45418502203,954.647356828194,1183.9189427312767,12540.97731277534,19992.327973568285,3158.5022026431725,1782.120925110133,613.1577092511017,24320.133259911898,1111.094713656388,837.5995594713667,1115.3526431718062,1831.5977973568286,9479.28810572687,74822.15792951536,1356.7264317180618,171395.87665198234
East LA,706.3409691629959,1594.85859030837,689.3189427312777,1710.716519823789,1965.582158590309,917.6077092511006,48213.59339207047,1280.9383259911897,524.9995594713654,67335.93083700439,1969.4654185022018,1147.7834801762108,3579.0870044052886,8021.756828193833,289.24229074889854,319.90616740088115,426.24955947136607,1224.3488986784155,365.3233480176209,1019.1231277533042,354.126872246696,77755.58854625544,617.9852422907484,814.1116740088104,974.2744493392081,287.6295154185023,224105.8894273128
San Antonio,260.1041850220265,453.37092511013213,240.11101321585906,753.8616740088107,555.2301762114533,280.4911894273127,452.46277533039586,574.7918502202646,106.10925110132165,386.456167400881,681.2248898678424,198.28083700440538,226.66057268722483,1272.4308370044068,245.22863436123362,463.5515418502197,444.35374449339184,218.1951541850218,577.6691629955942,283.8720264317181,0.0,523.2530837004406,331.3341409691632,435.053744493392,415.2462555066075,202.70859030837013,10582.052422907478
Whittier,1530.3438325991194,2504.5072687224665,1431.7389867841414,3661.9359030837004,3783.216960352421,2213.770264317182,3361.471365638767,2063.3649779735674,490.6665198237887,9201.631277533039,4474.339647577093,1654.3797356828188,2535.632819383261,11862.523348017627,643.6982378854623,682.2577092511011,487.11123348017674,1536.4262114537455,922.5447136563886,78708.07444933921,439.9713656387666,106093.2136563876,1145.7024229074893,1577.7077092511004,2184.0433920704836,438.56453744493365,245628.83854625557
Harbor,176.44251101321575,261.01167400881053,216.86960352422898,395.16585903083677,261.5099118942733,130.03348017621136,649.4240088105727,588.8563876651982,109.01828193832597,520.6180616740093,570.4171806167402,112.32555066079304,277.3638766519824,1131.9061674008817,297.53810572687223,103.86057268722452,107.48017621145357,136.1132158590308,1717.736563876652,495.4312775330398,309.54096916299557,1132.5103524229075,0.0,198.17973568281926,2206.9193832599112,133.53215859030846,12239.805066079281
Inglewood,135.78590308370036,472.68854625550637,252.59713656387706,553.5627753303966,366.67951541850186,160.7151982378855,613.9911894273124,504.69361233480174,119.73348017621149,557.6841409691627,815.6700440528638,128.99537444933924,248.00991189427333,946.5896475770937,1040.845814977975,147.38920704845808,116.37841409691636,150.1024229074889,8320.658149779732,451.714977973568,290.8017621145374,1006.7092511013213,240.91453744493398,111.96233480176217,19043.643392070488,170.63546255506617,36969.15220264318
Long Beach,1128.1431718061676,803.1151982378847,653.8585903083699,3004.074889867843,1980.590528634362,747.6594713656392,823.0145374449336,531.2378854625548,403.45770925110133,729.8867841409689,2063.514757709251,555.756167400881,1112.259691629956,14926.62246696035,637.7898678414092,515.2718061674004,802.6526431718064,524.1572687224669,73622.68876651974,603.0066079295156,326.54713656387656,511.6488986784141,2331.2444933920683,18576.24779735683,139501.79317180612,14331.852422907496,281748.0927312774
Torrance,143.33722466960364,152.60792951541856,110.23832599118943,317.31409691629983,263.6096916299561,179.38237885462567,240.40440528634343,347.1607929515418,60.001321585903035,282.7759911894274,227.02797356828174,80.07092511013212,144.80704845814972,537.1096916299558,178.22973568281915,99.0165198237884,64.18722466960351,53.281718061674,1311.3905286343615,350.85044052863407,207.01585903083705,622.0997797356833,132.538986784141,116.44427312775339,14490.841850220258,0.0,20711.7447136564
Sum,141505.7198237886,111965.80352422908,62401.882158590306,119444.38722466963,44487.20859030834,145955.83171806176,281204.25726872263,224698.72356828203,52520.637665198235,439358.00484581495,124531.65991189424,18990.594933920704,30264.09405286344,141266.60396475764,42789.789207048445,16486.177533039667,14447.559251101318,15853.450881057273,161593.54823788535,223594.16541850218,10694.22290748899,236891.09317180602,12380.464096916294,39902.67797356827,289570.5865638769,21118.276431718066,3023917.4209251124
