,Antelope Valley,East Valley,Glendale,San Fernando,West Valley,Alhambra,El Monte,Foothill,Pasadena,Pomona,Central,Hollywood-Wilshire,Northeast,West,Compton,South,Southeast,Southwest,Bellflower,East LA,San Antonio,Whittier,Harbor,Inglewood,Long Beach,Torrance,Sum
Central,7555.520333,24510.19533,1466.523,24733.29633,11068.28267,2915.889333,3066.840667,3098.731333,1056.136667,2513.184,9570.832,2824.099,1864.856,13081.46667,721.8236667,545.99,818.161,1528.485667,3619.137667,1900.116333,594.578,3237.79,446.5943333,939.93,3187.542,267.9843333,127133.9863
Hollywood-Wilshire,66.28566667,294.9813333,506.147,197.938,155.92,1979.773667,1267.887,756.9383333,322.859,1658.295,2914.851333,0,595.5263333,2198.068333,170.9223333,88.305,203.112,245.6656667,828.662,1124.445,178.486,1551.586667,101.1156667,137.9326667,753.343,74.43333333,18373.48033
Northeast,704.228,725.1563333,571.9843333,2331.191,1023.234667,868.875,2584.435667,1013.989333,350.7953333,2703.238667,1798.764,712.2083333,163.869,2615.303333,221.9376667,258.6793333,376.614,339.8623333,649.458,3835.821667,237.3943333,2173.827,267.7476667,346.6503333,1068.893,131.7823333,28075.94067
West,518.026,2001.143,1307.642667,977.49,2086.260667,6862.711667,12935.821,2134.899333,1149.624333,22041.84,11410.83833,2135.520333,2181.838667,1030.521333,5801.745,890.253,2187.592667,1074.210667,10111.264,6341.384,1677.894,8723.900333,1065.266,399.5863333,12877.90633,798.0233333,120723.203
Compton,210.894,406.9366667,231.6726667,464.396,841.6216667,278.261,302.195,554.3846667,100.159,390.9773333,424.2606667,181.754,309.8726667,5932.488,0,6373.3,863.9416667,218.1966667,17444.345,281.8006667,248.5083333,368.942,248.961,938.0396667,409.079,230.765,38255.75233
South,131.2233333,272.7466667,207.6166667,332.7356667,208.8546667,218.6186667,466.0556667,607.0203333,93.85166667,319.1186667,397.9293333,100.5083333,170.0383333,668.363,6361.514,0,125.2866667,88.24533333,3171.098333,321.3086667,475.0806667,841.8103333,103.2793333,151.0316667,502.613,90.384,16426.333
Southeast,245.5393333,408.9866667,256.052,689.4766667,908.4583333,401.5633333,583.5213333,635.9543333,222.59,835.5716667,781.6096667,209.0016667,305.686,1834.638667,978.8796667,119.298,0,245.98,1713.468667,589.047,459.6383333,866.2816667,156.627,167.907,958.4743333,60.799,14635.05033
Southwest,148.8263333,754.6166667,361.6966667,458.097,277.691,1028.626,1574.658,732.576,293.2203333,1710.031,1520.467333,244.3106667,504.823,1022.182,172.152,107.8966667,334.1683333,0,479.5643333,1217.976,235.0236667,1315.639,149.5656667,183.2913333,539.6356667,70.99166667,15437.72633
Bellflower,551.635,1776.252,1143.150667,1972.952333,2233.735667,1225.966667,841.8686667,1312.351,367.5076667,1297.790333,2732.872,908.9826667,1165.623333,12187.664,17629.93033,2973.106,1769.275667,618.8746667,21312.141,1085.248,744.722,1160.116,1663.567333,9349.085333,69888.943,1268.573667,159181.935
East LA,587.0483333,1605.761,680.0096667,1592.377667,1973.503667,972.1266667,46399.88633,1232.519,493.377,62627.078,1926.838333,1049.277,3711.99,8247.517667,290.8346667,303.0853333,429.3343333,1296.009667,384.3743333,1108.507,336.0776667,69819.688,582.328,815.2396667,972.9816667,278.2566667,209716.0273
San Antonio,226.716,429.7146667,248.0846667,714.1016667,540.1216667,278.3216667,454.744,583.7,100.8073333,375.9676667,713.276,204.5076667,218.36,1220.761333,214.0516667,453.8726667,433.646,217.4226667,505.162,273.7153333,0,501.5356667,296.0146667,425.7306667,404.591,195.1086667,10230.03533
Whittier,1195.207333,2572.699667,1398.321333,3225.612667,3623.449333,2315.079333,3015.515,2084.716333,510.8216667,9236.847,4432.433667,1574.205,2283.558667,11351.44867,644.259,676.086,521.4346667,1388.629333,958.1193333,70599.18967,439.5046667,102841.7457,1032.669667,1552.831667,2146.938333,471.4986667,232092.8223
Harbor,162.809,265.13,209.8833333,398.8353333,236.7753333,132.0746667,590.1923333,616.783,101.519,470.2893333,554.412,111.264,271.1473333,1056.637667,258.0036667,97.888,104.8043333,132.0023333,1609.086333,461.086,277.4866667,997.1623333,0,188.803,2219.522333,128.531,11652.12833
Inglewood,135.3093333,443.4286667,259.652,632.74,391.4676667,168.9746667,609.339,536.1143333,118.1446667,551.9423333,778.7843333,139.0456667,259.1263333,971.393,1028.75,142.986,113.654,151.335,8226.081333,455.3623333,297.278,1018.262,223.781,120.359,18765.17667,176.4206667,36714.908
Long Beach,942.346,860.5453333,726.7296667,2646.951667,1805.711333,664.077,761.227,588.5803333,395.154,730.6056667,1813.144,537.0293333,1184.849333,12455.06067,581.291,493.6736667,754.2323333,534.6296667,68686.46933,577.3983333,314.3796667,485.157,2344.040333,18322.60633,129289.8647,14296.69867,262792.4523
Torrance,133.11,162.7953333,113.8176667,302.9126667,240.861,173.2133333,240.606,337.236,61.563,280.6153333,241.1243333,86.47133333,142.782,524.656,171.026,97.544,61.95533333,55.29433333,1243.444333,338.627,191.67,551.4673333,126.9616667,117.9936667,14416.00933,0,20413.757
Sum,136094.8587,109674.216,56494.159,118985.2953,42954.34533,137538.8557,275281.705,204727.163,45017.06233,423996.6077,123702.961,18633.64167,30185.60567,134273.0543,39318.329,16181.34267,14079.32433,15851.06967,149434.8137,208769.7817,10229.544,222831.866,11755.91867,39229.94667,270411.4747,20870.533,2876523.475
