,Antelope Valley,East Valley,Glendale,San Fernando,West Valley,Alhambra,El Monte,Foothill,Pasadena,Pomona,Central,Hollywood-Wilshire,Northeast,West,Compton,South,Southeast,Southwest,Bellflower,East LA,San Antonio,Whittier,Harbor,Inglewood,Long Beach,Torrance,Sum
Central,6373.221649484532,23401.162680412377,1529.6455670103094,21999.71752577319,10185.127628865986,3590.921443298966,3366.7919587628867,3776.0329896907247,1383.6134020618563,2713.579175257731,11821.268247422671,2305.6387628865955,1908.1525773195888,14690.372989690706,748.5688659793809,583.8024742268043,832.1232989690723,1655.1158762886587,4084.3760824742258,1911.1121649484535,614.7628865979375,3197.1810309278335,449.7486597938147,1023.9991752577322,3546.285360824743,278.9181443298971,127971.24061855667
Hollywood-Wilshire,61.438144329896865,280.9028865979379,494.04453608247434,183.52309278350492,137.282474226804,2413.738556701032,1433.1676288659799,789.3461855670101,324.62577319587615,2052.4195876288663,2479.9688659793787,0.0,604.1544329896909,1894.3020618556704,188.21587628865973,85.94762886597948,200.80577319587638,208.64391752577333,997.6777319587634,1231.0072164948456,178.90659793814436,1786.8894845360821,102.52432989690716,125.56824742268036,829.4123711340209,70.09752577319587,19154.61092783504
Northeast,740.3569072164955,774.0663917525764,568.8134020618553,2435.1581443298996,1015.0517525773204,911.2334020618558,2490.370103092784,1021.6872164948452,378.33711340206236,2756.4301030927845,1852.6463917525766,727.1670103092783,168.18350515463908,2515.827422680412,230.82556701030924,264.5705154639175,400.1969072164949,311.77257731958747,645.3523711340206,3664.857319587627,233.5272164948455,2423.178350515465,278.8707216494848,363.29092783505183,1068.3111340206185,134.51463917525774,28374.597113402102
West,473.9474226804118,2129.560412371133,1289.3643298969066,923.1391752577324,2060.377938144329,7709.648659793811,12862.154845360817,2379.3356701030916,1285.8657731958767,23293.582061855675,12555.682061855661,1863.1707216494847,2056.099175257731,1029.3907216494854,6395.710309278351,938.5787628865987,2215.554845360826,1048.230927835052,10252.009484536085,6138.646391752576,1793.6443298969075,9468.317319587637,1090.8424742268048,396.40247422680426,15624.023711340213,881.5272164948462,128154.80721649477
Compton,247.01072164948465,434.40762886597923,229.98536082474234,501.6948453608249,917.5010309278352,292.2463917525772,293.0354639175256,562.8111340206191,108.64061855670103,389.1154639175259,445.9628865979381,197.15278350515493,287.81690721649454,6463.1360824742205,0.0,6182.691134020619,893.3527835051548,217.85876288659784,20050.687216494844,283.6558762886598,282.44061855670117,356.75216494845387,284.4575257731958,929.2878350515471,413.4903092783509,239.28742268041245,41504.47896907218
South,146.46969072164953,264.18597938144353,213.6501030927834,349.17546391752586,220.56082474226818,227.5868041237116,445.4940206185571,610.861443298969,100.53793814432996,343.5430927835054,410.2531958762887,98.21711340206194,181.7053608247424,675.9292783505159,6177.717525773193,0.0,132.84474226804133,89.72597938144327,3407.7775257731946,339.5478350515466,493.17402061855677,850.4232989690731,109.08164948453603,155.8084536082476,514.8484536082474,93.83422680412352,16652.954020618556
Southeast,255.3482474226804,386.83670103092726,266.1037113402061,690.7857731958773,892.5503092783505,407.3719587628866,552.4785567010308,702.0665979381437,252.521855670103,900.0247422680409,828.1665979381445,196.75257731958783,311.1173195876287,1779.0698969072164,1006.2802061855666,128.50680412371133,0.0,225.06824742268032,1778.2649484536068,604.17381443299,452.5348453608247,839.1661855670117,172.99463917525762,170.78556701030928,1016.7354639175257,64.48144329896903,14880.187010309271
Southwest,169.55422680412372,676.9701030927839,363.72185567010337,526.0977319587626,288.2498969072165,1031.9169072164948,1459.5835051546394,737.2459793814429,306.6919587628868,1635.1967010309293,1578.5232989690735,208.259587628866,495.81402061855715,977.025360824742,164.76804123711355,111.77670103092787,308.6521649484535,0.0,476.5857731958763,1087.6938144329913,231.26556701030972,1518.5232989690737,159.7284536082473,180.67237113402058,502.7668041237108,70.80969072164947,15268.093814433001
Bellflower,620.3839175257733,1808.770721649484,1148.5999999999997,2234.0822680412375,2429.5622680412357,1277.077525773197,824.9750515463911,1325.8375257731952,362.54824742268033,1206.2855670103088,3173.001855670107,955.0657731958763,1207.4944329896903,12444.91896907218,20224.837113402056,3163.287422680412,1762.2624742268051,627.0736082474231,24247.757113402058,1124.6775257731963,839.705360824743,1117.237319587629,1885.3797938144328,9540.36804123711,75026.6389690721,1367.5451546391753,171945.37402061856
East LA,718.1474226804129,1587.885567010309,693.610721649485,1744.131340206186,1977.0092783505154,911.2527835051537,48698.27525773195,1287.8449484536081,527.7177319587628,67568.29979381443,1984.1350515463903,1187.0494845360815,3508.6849484536106,8065.600000000001,288.5111340206185,323.97567010309274,420.71030927835073,1215.1977319587645,366.25278350515435,996.6294845360826,355.24350515463914,78361.0929896907,614.8039175257728,819.3080412371132,985.5286597938152,288.67670103092803,225495.57525773195
San Antonio,265.80474226804125,459.9577319587629,236.2235051546392,766.2068041237115,559.4981443298965,280.81134020618543,455.5719587628861,572.1129896907221,107.33546391752583,387.5690721649484,679.679793814434,201.04907216494848,231.53773195876303,1272.0979381443308,247.39546391752592,465.1527835051541,444.05608247422646,220.29587628865954,579.2884536082469,284.08865979381454,0.0,519.915670103093,331.6911340206187,438.31917525773173,423.45608247422655,203.32783505154643,10632.443505154626
Whittier,1551.4096907216494,2509.767216494843,1429.6672164948457,3681.1197938144333,3775.9030927835047,2204.6703092783523,3327.1068041237113,2066.6738144329884,499.8323711340207,9149.892577319586,4513.643711340206,1711.9845360824738,2555.0484536082486,12024.478556701039,647.2111340206186,687.1995876288659,485.14577319587653,1553.1387628865998,934.2670103092792,79301.7806185567,443.45175257731955,106562.2152577319,1130.6420618556701,1590.7338144329892,2193.9905154639164,438.8523711340204,246969.8268041238
Harbor,176.25154639175238,260.60824742268034,219.58783505154636,407.75690721649465,265.69278350515475,129.06989690721647,649.2103092783502,585.4987628865981,110.09278350515463,524.2274226804127,576.1455670103094,112.24804123711347,276.58824742268047,1139.878556701032,298.1655670103091,104.01237113402047,107.06804123711319,136.8701030927835,1774.2360824742268,499.3012371134023,309.5670103092783,1132.3676288659788,0.0,202.1713402061855,2174.3119587628867,133.04247422680422,12303.970721649477
Inglewood,136.98618556701027,470.81731958762873,256.4494845360829,544.5575257731963,373.77195876288613,158.69340206185578,609.1125773195872,512.2719587628866,118.40020618556709,559.927628865979,809.5350515463921,128.77876288659795,253.63752577319602,964.2449484536093,1044.819175257733,150.13546391752584,116.36618556701029,153.57567010309262,8373.915876288656,449.1406185567008,290.1088659793814,997.5684536082471,241.1346391752578,110.85278350515466,18974.149072164957,172.00639175257737,36970.95773195874
Long Beach,1142.4193814432992,789.5618556701027,656.8610309278349,3044.0037113402077,2018.6088659793816,768.4948453608255,816.1802061855669,528.9187628865977,405.9773195876288,725.9362886597936,2047.299587628866,571.7346391752577,1110.1389690721649,15210.539793814436,639.6740206185563,522.2523711340203,795.63381443299,526.8094845360824,73823.56391752571,601.4890721649484,324.6047422680411,512.8274226804124,2307.8670103092754,18517.50247422681,140165.00515463916,14340.70309278351,282914.6078350514
Torrance,144.4789690721651,151.82969072164954,108.84845360824741,320.7432989690722,268.59731958762904,177.68309278350532,239.48494845360807,344.579793814433,60.833608247422625,279.70804123711343,226.93113402061846,79.07917525773193,144.46206185567007,555.2678350515464,177.50412371133996,99.50371134020604,63.91999999999997,54.140206185567,1324.3171134020624,349.45319587628813,205.84164948453625,621.4884536082479,132.27010309278353,115.58288659793824,14499.175876288653,0.0,20745.724742268045
Sum,139336.9301030928,111939.27505154641,63535.403711340194,118513.33298969078,44629.05134020617,146032.7162886599,282076.0371134022,226418.94041237127,53001.18144329899,439444.5432989689,124434.42494845357,19065.571752577333,30398.004329896907,141924.47072164936,42907.35835051547,16488.950721649504,14471.265154639172,15925.818762886605,162191.02103092775,224990.27979381438,10760.294226804122,238362.4284536081,12414.450927835045,40011.896907216484,290774.66268041247,21183.815257731952,3031232.1257731984
