from_region,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,Sum
1.0,1541.1673583984375,2616.6456308420748,12230.965354304295,1071.1781223919243,339.20696492958814,1351.785506919492,1278.1323084845208,1142.3743438720703,21571.455590142403
2.0,2580.6994400024414,6794.745511289453,16861.096484941198,5484.149170524324,5071.310886383057,6633.4214534480125,4385.103603363037,9095.882999420166,56906.40954937169
3.0,12125.602821350098,16831.578313827515,30697.883228244726,12115.493650544435,4742.786328935006,10144.63462689519,13008.165100097656,14379.218532562256,114045.36260245688
4.0,998.0865325927734,5418.314765930176,12117.051376342773,3369.288062256819,2366.793342590332,7119.443031311035,5579.510803222656,6210.534591674805,43179.02250592137
5.0,311.6082954406738,5037.62205696106,4659.564865112305,2313.4553995132446,9329.1439470388,6097.688477635384,4190.339309692383,8622.353393554688,40561.775744948536
6.0,1179.8270874023438,6601.086620330811,10149.606414794922,7146.306753158569,6065.096206665039,5281.157307110727,8085.126518249512,8156.394752502441,52664.601660214365
7.0,1123.264533996582,4375.610571265221,13149.17574364692,5637.009426116943,4262.813601684524,8075.586735725403,7533.147637041984,10133.040655136108,54289.648904613685
8.0,1283.2469327589497,9100.337465286255,14332.034553527832,6167.277980804443,8852.369204574148,8182.3442219905555,10109.950876235962,17820.244756659726,75847.80599183787
Sum,21143.5030019423,56775.940935732564,114197.37802091497,43304.1585653107,41029.52048280049,52886.0613610358,54169.47615638771,75560.04402538226,459066.0825495068
