from_region,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,Sum
1.0,894.6974182128906,2982.441105890088,6408.167564763688,877.9527693744749,217.40416707471013,974.0468271486461,3205.9668513741344,260.58218681346625,15821.258890652098
2.0,611.434589433251,2793.1787296864204,11910.428801679984,362.6714372766437,0.1595434918999672,2384.2922243596986,4562.602020793594,4053.4165483224206,26678.183895043912
3.0,5830.626372667961,10929.169853393454,20272.242799366824,6424.353994026082,3888.867324512452,4392.661981730955,5236.037119568791,8226.623343832325,65200.582789098844
4.0,0.12930225487798452,826.7055326213012,5118.349349594442,258.25038162946294,0.2820835503516719,380.5864182645455,99.74157753721374,1041.9018524552812,7725.946497907476
5.0,122.82615128345788,3398.9985465763602,3927.2851386354014,2000.3669355685124,6341.023360608146,6928.826934814453,807.2316385577724,2200.8410887985683,25727.39979484267
6.0,57.45952918659896,1967.3113552359864,1370.1165771771048,1518.8885166377295,1264.3316666800529,1165.9606524580158,562.207067891024,2953.4093008392956,10859.684666105808
7.0,600.8262624450726,3222.6443892242387,11313.150915487204,2345.015037921141,397.9402572410181,957.362977066543,2495.650556468405,3877.09106536163,25209.681461215252
8.0,199.27945431263652,5675.406764656902,4647.778549141396,2846.132515116129,10779.712679820135,8463.237657794263,2747.07621851546,14141.9157473729,49500.53958672982
Sum,8317.279079796746,31795.85627728475,64967.519695846044,16633.631587550175,22889.721082978765,25646.97567363712,19716.513050706395,36755.781133795885,226723.27758159587
