,Antelope Valley,East Valley,Glendale,San Fernando,West Valley,Alhambra,El Monte,Foothill,Pasadena,Pomona,Central,Hollywood-Wilshire,Northeast,West,Compton,South,Southeast,Southwest,Bellflower,East LA,San Antonio,Whittier,Harbor,Inglewood,Long Beach,Torrance,Sum
Central,6211.704725897915,23177.265595463145,1501.9512287334587,21787.735538752368,10371.155387523635,3497.9835538752322,3396.5990548204168,3775.437429111534,1377.2614366729683,2747.325141776938,12071.331947069928,2225.6659735349676,1931.9470699432904,15079.961436672953,750.468241965973,590.8682419659735,846.0614366729677,1673.138752362948,4112.08260869565,1934.8525519848772,625.0686200378065,3260.7544423440436,453.50226843100245,1054.286767485822,3587.382419659735,283.4737240075615,128325.26559546308
Hollywood-Wilshire,61.8166351606805,279.4189035916822,493.4814744801513,184.89300567107725,141.05784499054823,2303.137807183366,1468.9676748582237,801.8410207939507,325.2540642722115,2091.790170132326,2405.5092627599215,0.0,599.8228733459362,1871.8043478260868,193.30926275992428,87.41758034026473,197.216257088847,207.54480151228734,1027.6111531190927,1307.613232514178,182.26465028355392,1897.9570888468809,103.38374291115313,127.13686200378065,837.6408317580343,70.98695652173912,19268.877504725886
Northeast,744.1746691871465,777.5105860113413,553.6034026465024,2428.2001890359197,1024.53100189036,898.4032136105868,2487.1587901701314,1033.4421550094514,377.52514177693814,2723.528166351608,1836.057655954631,723.7347826086956,167.44310018903582,2499.665217391303,231.6109640831757,269.6245746691871,404.20850661625695,312.4045368620036,645.9674858223063,3638.6780718336463,233.64007561436685,2476.278260869567,279.1052930056715,368.554253308129,1066.593761814745,136.49376181474474,28338.13761814748
West,480.9003780718332,2168.3941398865777,1260.9192816635154,981.4854442344049,2066.230623818524,7636.612665406425,12945.573156899804,2430.6905482041575,1316.5289224952753,23354.408695652182,12909.206238185247,1828.8359168241966,2039.9678638941396,1027.3544423440455,6335.50945179584,936.9703213610593,2226.9109640831784,1044.5975425330812,10191.436672967864,6155.971833648392,1802.0931947069944,9708.068241965982,1097.7349716446129,401.794896030246,16094.003969754263,882.6984877126663,129324.89886578447
Compton,250.72438563327046,440.4979206049147,230.67258979206048,512.8962192816639,923.6508506616261,292.92438563327033,297.14461247637036,562.9223062381856,111.5270321361058,389.9969754253306,443.4725897920603,201.54442344045395,288.4945179584119,6394.815500945173,0.0,6119.338185255198,870.2421550094523,221.88865784499055,20131.88998109641,283.31247637051035,283.40302457466936,357.98865784499077,285.9119092627596,924.6374291115321,420.3716446124768,240.61701323251418,41480.88544423442
South,152.5139886578451,272.5308128544424,216.77618147448015,357.76786389414,224.2965973534973,234.7888468809076,455.95330812854496,626.7211720226842,102.37693761814754,342.5192816635163,424.05538752362935,99.47145557655965,183.8920604914935,698.224385633271,6113.222117202263,0.0,137.38128544423458,94.19697542533076,3375.5213610585997,348.1844990548205,499.36824196597354,852.8198487712672,110.71776937618141,159.93213610586034,528.1041587901702,95.9812854442342,16707.317958412103
Southeast,256.8196597353498,390.6245746691866,265.14366729678636,696.6926275992449,893.6519848771267,411.7553875236294,551.6115311909258,712.6119092627591,255.71077504725875,904.7930056710769,824.6417769376185,197.660491493384,314.1909262759923,1797.0625708884681,982.4580340264648,133.00812854442344,0.0,226.88582230623805,1739.9236294896007,606.011153119093,449.4332703213611,830.6413988657854,175.7671077504725,171.97731568998105,1018.0557655954632,65.74744801512288,14872.879962192808
Southwest,173.5767485822307,675.3440453686203,369.7060491493387,527.2086956521734,292.8714555765597,1028.9289224952743,1437.1338374291115,750.8896030245743,312.15652173913077,1633.3200378071847,1610.4183364839337,207.24158790170142,496.53761814744837,975.4914933837429,166.95179584120996,117.00415879017017,313.6132325141776,0.0,490.3756143667296,1071.6119092627612,233.5296786389418,1540.4748582230636,162.69262759924376,180.69508506616248,508.84461247636995,73.04725897920599,15349.665784499062
Bellflower,632.3432892249531,1825.1578449905473,1146.1735349716446,2242.989792060492,2444.1396975425323,1302.8584120982994,828.5790170132317,1338.2470699432893,364.93062381852536,1208.8141776937618,3200.94310018904,972.2149338374289,1224.4226843100191,12400.132703213625,20316.99432892249,3140.0797731568996,1730.3555765595468,634.1801512287338,23973.00359168241,1136.2448015122875,847.4296786389425,1120.608884688091,1935.0767485822307,9645.275992438555,75905.5591682419,1386.5476370510391,172903.30321361063
East LA,727.993572778828,1602.3230623818524,700.1347826086962,1770.89943289225,1993.3546313799623,903.6155009451784,49397.10548204159,1290.7030245746685,529.8807183364835,67834.28260869563,2013.6620037807174,1256.8141776937612,3482.885066162574,8099.441587901704,288.59149338374306,328.4206049149338,421.0206049149344,1201.7880907372412,366.45311909262745,977.4030245746688,351.2459357277882,79292.86275992433,615.352173913043,824.3500945179584,996.0652173913048,295.04442344045407,227561.6931947071
San Antonio,272.02495274102085,469.7947069943289,234.15973534971644,784.7939508506618,562.2170132325136,280.8754253308126,455.17183364839275,579.3372400756141,108.87523629489604,386.2914933837429,676.55425330813,201.1833648393195,232.9676748582232,1289.6476370510404,248.68487712665427,468.8086956521734,443.6232514177691,222.52381852551963,584.844423440453,288.4580340264653,0.0,521.3676748582234,334.3706994328923,440.197542533081,423.5897920604913,203.89848771266549,10714.26181474479
Whittier,1578.9296786389411,2511.1051039697522,1430.820415879017,3771.8533081285445,3796.240264650283,2196.389603024576,3291.6111531190923,2116.783931947069,499.5062381852553,9019.324385633272,4595.432892249526,1826.053497164461,2627.3274102079404,12206.070888468814,649.0351606805294,692.2391304347826,488.3378071833652,1588.6559546313815,917.1189035916838,80261.99489603024,447.5200378071835,106492.70283553867,1132.9790170132324,1604.0899810964079,2211.031568998109,448.0967863894138,248401.25085066166
Harbor,177.37655954631364,268.40850661625683,219.2119092627598,419.92892249527404,266.2871455576561,129.42419659735353,654.6909262759922,588.0257088846885,111.7862003780718,530.9964083175809,566.1211720226844,112.69508506616259,273.2213610586013,1157.4659735349726,301.75198487712646,105.84272211720213,110.01947069943266,140.0952741020795,1829.3812854442342,502.52627599243885,311.83761814744804,1131.6313799621917,0.0,205.3207939508506,2140.0572778827986,135.42400756143675,12389.5281663516
Inglewood,141.56862003780705,475.5646502835537,261.8461247637055,544.7302457466923,370.4245746691867,160.67126654064288,613.4230623818528,519.0586011342155,120.38752362948972,571.1776937618147,803.9306238185259,131.19527410207942,256.5364839319472,978.4928166351617,1040.5937618147452,155.72854442344052,119.04310018903593,157.7243856332701,8482.727788279768,453.112665406427,293.213988657845,994.7432892249523,244.6461247637052,113.67240075614372,18959.688468809072,176.67069943289226,37140.57277882794
Long Beach,1152.2538752362952,797.8708884688085,662.4001890359169,3083.3981096408343,2035.178071833648,787.3890359168249,814.3277882797729,534.4051039697542,412.69451795841195,737.0058601134212,2079.915689981097,576.0455576559541,1104.7686200378068,15754.887523629495,645.9465028355386,522.7415879017008,800.0472589792065,529.512287334594,74714.91587901696,604.6030245746693,332.3899810964081,518.0519848771268,2269.71644612476,18508.737618147446,141319.48279773173,14300.451228733467,285599.13742911135
Torrance,147.6644612476372,153.25633270321364,109.4969754253308,325.88827977315697,272.2742911153121,178.22665406427248,241.45463137996205,348.22230623818524,63.62325141776932,283.1977315689983,230.4136105860113,80.22495274102076,143.9570888468809,557.8209829867676,179.15614366729656,101.78771266540623,64.9079395085066,56.20245746691871,1341.1678638941396,349.5421550094512,208.93383742911172,625.1621928166356,134.34877126654064,117.68525519848777,14456.201701323247,0.0,20770.817580340274
Sum,136710.80926275993,111964.38865784499,64755.18336483929,117530.28431001898,45097.602268431,146256.6432892251,282281.29300567106,228923.21285444257,53974.16748582232,438870.79867674835,124698.349905482,19136.186578449917,30556.229867674843,143203.39338374278,42929.05236294897,16501.169943289246,14509.110964083173,16024.72551984877,163132.67958412087,227063.74120982984,10848.633270321367,239785.42003780708,12496.345179584116,40272.296219281656,293420.3582230624,21253.15122873345,3042195.226654066
